,Date,totalDemand,residentialDemand,otherDemand,surface,ground,level,deficit,release,restriction,trigger,conserveStatus,fixedCharge,tieredPrices,pedReduction,annualRevenueLost,monthlyVolumeReduced,month
0,2009-01-01,162.51857392391736,116.89357392391737,45.625,218.65,13.73833333,2781.1,0,20,,,0,10.99,,0,,,1
1,2009-02-01,167.2917919720757,114.24179197207572,53.05,155.20999999,13.73833333,2800.0,0,395.56655999999975,,,0,10.99,,0,,,2
2,2009-03-01,164.9063926353255,110.40639263532549,54.5,210.93999999,13.73833333,2800.0,0,241.80077710000023,,,0,10.99,,0,,,3
3,2009-04-01,181.09722721891598,122.44722721891597,58.65,255.62999999,13.73833333,2771.0,0,20,,,0,10.99,,0,,,4
4,2009-05-01,167.07621027326798,140.76509692354273,64.7325,270.88000001,13.73833333,2738.0,0,20,,,0.16,20.351544134311318,,0.052342318935962,3806029.3832456097,22.522415507766873,5
5,2009-06-01,183.19031375024718,150.67719718556762,74.4075,287.58000001,13.73833333,2705.0,0,20,,,0.16,20.351544134311318,,0.052342318935962,,,6
6,2009-07-01,187.24059602368254,154.97244578308644,75.15,297.81999999,13.73833333,2667.0,0,20,,,0.16,20.351544134311318,,0.052342318935962,,,7
7,2009-08-01,186.93559656223397,148.31065775233444,81.03,285.94000001,13.73833333,2629.0,0,20,,,0.16,20.351544134311318,,0.052342318935962,,,8
8,2009-09-01,181.82709469988953,148.28663001038228,75.0425,261.78,13.73833333,2596.0,0,20,,,0.16,20.351544134311318,,0.052342318935962,,,9
9,2009-10-01,173.62918410636644,140.58824965239026,72.6075,211.43,13.73833333,2690.1716565,0,20,,,0.16,20.351544134311318,,0.052342318935962,,,10
10,2009-11-01,186.7173159539771,121.74207866329846,71.3475,221.27,13.73833333,2671.2716565,0,20,,,0.0,10.99,,0.052342318935962,0.0,0.0,11
11,2009-12-01,167.3718464110828,113.09394579142388,60.1975,177.21,13.73833333,2693.75472627,0,20,,,0.0,10.99,,0.052342318935962,,,12
12,2010-01-01,156.40009319602723,116.89357392391737,45.625,169.33026756,12.05666667,2800.0,0,135.00687126999992,,,0.0,10.99,,0.052342318935962,,,1
13,2010-02-01,161.3121116608575,114.24179197207572,53.05,143.4904075,12.05666667,2800.0,0.0,60.17930016914261,,,0.0,10.99,,0.052342318935962,,,2
14,2010-03-01,159.12746601943823,110.40639263532549,54.5,205.51058001,12.05666667,2797.06669621,0,20,,,0.0,10.99,,0.052342318935962,,,3
15,2010-04-01,174.68805539899927,122.44722721891597,58.65,193.6405773,12.05666667,2768.06669621,0,20,,,0.0,10.99,,0.052342318935962,,,4
16,2010-05-01,198.12962532531907,140.76509692354273,64.7325,245.8005449,12.05666667,2753.64019996,0,20,,,0.0,10.99,,0.052342318935962,,,5
17,2010-06-01,217.19790327410382,150.67719718556762,74.4075,313.0034509,12.05666667,2720.64019996,0,20,,,0.0,10.99,,0.052342318935962,,,6
18,2010-07-01,222.01082859962207,154.97244578308644,75.15,316.60038094000004,12.05666667,2682.64019996,0,20,,,0.0,10.99,,0.052342318935962,,,7
19,2010-08-01,221.57773400265944,148.31065775233444,81.03,297.69031063,12.05666667,2644.64019996,0,20,,,0.0,10.99,,0.052342318935962,,,8
20,2010-09-01,215.5674639284399,148.28663001038228,75.0425,252.93325627000002,12.05666667,2611.64019996,0,20,,,0.0,10.99,,0.052342318935962,,,9
21,2010-10-01,205.83703465043624,140.58824965239026,72.6075,210.75022947,12.05666667,2583.9436037319997,0,20,,,0.0,10.99,,0.052342318935962,,,10
22,2010-11-01,186.7173159539771,121.74207866329846,71.3475,151.30028504,12.05666667,2565.4703583280225,0.0,20,,,0.0,10.99,,0.052342318935962,,,11
23,2010-12-01,167.3718464110828,113.09394579142388,60.1975,136.18032757,12.05666667,2800.0,0.0,60.90411335693943,,,0.0,10.99,,0.052342318935962,,,12
24,2011-01-01,156.40009319602723,116.89357392391737,45.625,202.27080079,13.55083333,2800.0,0,35.50985958199999,,,0.0,10.99,,0.052342318935962,,,1
25,2011-02-01,161.3121116608575,114.24179197207572,53.05,126.4445006,13.55083333,2800.0,0,53.91431180914242,,,0.0,10.99,,0.052342318935962,,,2
26,2011-03-01,159.12746601943823,110.40639263532549,54.5,141.57156046,13.55083333,2800.0,0.0,74.4845267405617,,,0.0,10.99,,0.052342318935962,,,3
27,2011-04-01,174.68805539899927,122.44722721891597,58.65,214.21484809999998,13.55083333,2799.38161714,0,20,,,0.0,10.99,,0.052342318935962,,,4
28,2011-05-01,198.12962532531907,140.76509692354273,64.7325,261.84003659999996,13.55083333,2766.38161714,0,20,,,0.0,10.99,,0.052342318935962,,,5
29,2011-06-01,217.19790327410382,150.67719718556762,74.4075,233.1779232,13.55083333,2733.38161714,0,20,,,0.0,10.99,,0.052342318935962,,,6
30,2011-07-01,222.01082859962207,154.97244578308644,75.15,307.5532176,13.55083333,2695.38161714,0,20,,,0.0,10.99,,0.052342318935962,,,7
31,2011-08-01,221.57773400265944,148.31065775233444,81.03,295.93317159000003,13.55083333,2657.38161714,0,20,,,0.0,10.99,,0.052342318935962,,,8
32,2011-09-01,215.5674639284399,148.28663001038228,75.0425,271.89607645,13.55083333,2624.38161714,0,20,,,0.0,10.99,,0.052342318935962,,,9
33,2011-10-01,205.83703465043624,140.58824965239026,72.6075,220.07087124000003,13.55083333,2596.685020912,0,20,,,0.0,10.99,,0.052342318935962,,,10
34,2011-11-01,186.7173159539771,121.74207866329846,71.3475,195.88477554,13.55083333,2631.1268202919996,0,20,,,0.0,10.99,,0.052342318935962,,,11
35,2011-12-01,167.3718464110828,113.09394579142388,60.1975,216.89085868,13.55083333,2612.2268202919995,0,20,,,0.0,10.99,,0.052342318935962,,,12
36,2012-01-01,156.40009319602723,116.89357392391737,45.625,209.27082852,13.5575,2739.3281198419995,0,20,,,0.0,10.99,,0.052342318935962,,,1
37,2012-02-01,161.3121116608575,114.24179197207572,53.05,209.35082880000002,13.5575,2741.7293734919995,0,20,,,0.0,10.99,,0.052342318935962,,,2
38,2012-03-01,159.12746601943823,110.40639263532549,54.5,148.48058782,13.5575,2800.0,0,102.13789959199948,,,0.0,10.99,,0.052342318935962,,,3
39,2012-04-01,174.68805539899927,122.44722721891597,58.65,165.56065551,13.5575,2800.0,0,47.50255352000022,,,0.0,10.99,,0.052342318935962,,,4
40,2012-05-01,192.7706842564624,140.76509692354273,64.7325,248.6009842,13.5575,2767.0,0,20,,,0.05,13.977259834710914,,0.018336130449297463,1214500.3584000692,7.038254846177176,5
41,2012-06-01,211.20576742012656,150.67719718556762,74.4075,279.40110618,13.5575,2763.26141468,0,20,,,0.05,13.977259834710914,,0.018336130449297463,,,6
42,2012-07-01,215.91680826110303,154.97244578308644,75.15,311.4112329,13.5575,2725.26141468,0,20,,,0.05,13.977259834710914,,0.018336130449297463,,,7
43,2012-08-01,215.2901534755282,148.31065775233444,81.03,305.84121085000004,13.5575,2687.26141468,0,20,,,0.05,13.977259834710914,,0.018336130449297463,,,8
44,2012-09-01,209.57962066769397,148.28663001038228,75.0425,281.42111415,13.5575,2654.26141468,0,20,,,0.05,13.977259834710914,,0.018336130449297463,,,9
45,2012-10-01,200.08700990876935,140.58824965239026,72.6075,241.63095659,13.5575,2695.28678234,0,20,,,0.05,13.977259834710914,,0.018336130449297463,,,10
46,2012-11-01,190.8573000277596,121.74207866329846,71.3475,168.86066851,13.5575,2800.0,0.0,231.88332122224074,,,0.0,10.99,,0.018336130449297463,0.0,0.0,11
47,2012-12-01,171.21774044836656,113.09394579142388,60.1975,117.46046504,13.5575,2800.0,0.0,43.11241752163369,,,0.0,10.99,,0.018336130449297463,,,12
48,2013-01-01,160.3751981037638,116.89357392391737,45.625,200.97650326000002,13.32,2800.0,0,25.27813997000021,,,0.0,10.99,,0.018336130449297463,,,1
49,2013-02-01,165.19703957171419,114.24179197207572,53.05,190.47121646699998,13.32,2800.0,0,22.60008512000013,,,0.0,10.99,,0.018336130449297463,,,2
50,2013-03-01,162.8819666175278,110.40639263532549,54.5,232.65315511,13.32,2800.0,0,33.39182845999994,,,0.0,10.99,,0.018336130449297463,,,3
51,2013-04-01,178.85201888747517,122.44722721891597,58.65,236.69693761000002,13.32,2778.853007727,0,20,,,0.0,10.99,,0.018336130449297463,,,4
