,Date,baselineDemand,,surface,ground,level,deficit,release,restriction,trigger,conserveStatus,buildStatus,fixedCharge,tieredPrices,pedReduction,month
0,2020-01-01,1837.580974481426,,1913.0,369.4,30000.0,0,1913.0,,,0,,29.52,,0,1
1,2020-02-01,1979.8168260475165,,1913.0,369.4,30000.0,0,1913.0,,,0,,29.52,,0,2
2,2020-03-01,2088.6798154988164,,1913.0,369.4,30000.0,0,1913.0,,,0,,29.52,,0,3
3,2020-04-01,2265.1323212485613,,1913.0,369.4,30000.0,0,1913.0,,,0,,29.52,,0,4
4,2020-05-01,2833.515224292001,,1913.0,369.4,29448.884775708,1.1368683772161603e-13,2464.115224292001,,,0,,29.52,,0,5
5,2020-06-01,3293.3598425676573,,1913.0,369.4,28437.924933140344,1.1368683772161603e-13,2923.9598425676572,,,0,,29.52,,0,6
6,2020-07-01,3408.3762198244954,,1913.0,369.4,27311.948713315847,1.1368683772161603e-13,3038.9762198244953,,,0,,29.52,,0,7
7,2020-08-01,3269.807661674536,,1913.0,369.4,26324.54105164131,1.1368683772161603e-13,2900.407661674536,,,0,,29.52,,0,8
8,2020-09-01,2970.752932850825,,1913.0,369.4,25636.188118790487,1.1368683772161603e-13,2601.352932850825,,,0,,29.52,,0,9
9,2020-10-01,2688.220626828319,,1913.0,369.4,25230.36749196217,1.1368683772161603e-13,2318.820626828319,,,0,,29.52,,0,10
10,2020-11-01,2310.776063461073,,1913.0,369.4,25201.991428501096,1.1368683772161603e-13,1941.376063461073,,,0,,29.52,,0,11
11,2020-12-01,1891.5113296612385,,1913.0,369.4,25592.880098839858,1.1368683772161603e-13,1522.1113296612384,,,0,,29.52,,0,12
12,2021-01-01,1837.580974481426,,1913.0,369.4,26037.69912435843,1.1368683772161603e-13,1468.180974481426,,,0,,29.52,,0,1
13,2021-02-01,1979.8168260475165,,1913.0,369.4,26340.282298310914,0,1610.4168260475167,,,0,,29.52,,0,2
14,2021-03-01,2088.6798154988164,,1913.0,369.4,26534.0024828121,1.1368683772161603e-13,1719.2798154988163,,,0,,29.52,,0,3
15,2021-04-01,2265.1323212485613,,1913.0,369.4,26551.270161563538,1.1368683772161603e-13,1895.7323212485612,,,0,,29.52,,0,4
