,Date,totalDemand,residentialDemand,otherDemand,surface,ground,level,deficit,release,restriction,trigger,conserveStatus,fixedCharge,tieredPrices,pedReduction,annualRevenueLost,monthlyVolumeReduced,month
0,2009-01-01,182.26572568684273,136.64072568684273,45.625,218.65,13.73833333,2781.1,0,20,,,0,10.99,,0,,,1
1,2009-02-01,186.59097094327785,133.54097094327784,53.05,155.20999999,13.73833333,2800.0,0.0,377.92392237672175,,,0,10.99,,0,,,2
2,2009-03-01,183.55764708654056,129.05764708654056,54.5,210.93999999,13.73833333,2800.0,0,241.80077710000023,,,0,10.99,,0,,,3
3,2009-04-01,201.78257285147515,143.13257285147515,58.65,255.62999999,13.73833333,2771.0,0,20,,,0,10.99,,0,,,4
4,2009-05-01,189.13631491659368,164.54493048121398,64.7325,270.88000001,13.73833333,2738.0,0,20,,,0.16,16.000766487833367,,0.02969265479230502,5313810.666703429,26.32718887699422,5
5,2009-06-01,206.80380040228326,176.1315090023341,74.4075,287.58000001,13.73833333,2705.0,0,20,,,0.16,16.000766487833367,,0.02969265479230502,,,6
6,2009-07-01,211.52721568667954,181.15236571557284,75.15,297.81999999,13.73833333,2667.0,0,20,,,0.16,16.000766487833367,,0.02969265479230502,,,7
7,2009-08-01,210.17820926411713,173.3651835776877,81.03,285.94000001,13.73833333,2629.0,0,20,,,0.16,16.000766487833367,,0.02969265479230502,,,8
8,2009-09-01,205.06594187670015,173.33709676344515,75.0425,261.78,13.73833333,2596.0,0,20,,,0.16,16.000766487833367,,0.02969265479230502,,,9
9,2009-10-01,195.66157400084612,164.3382079159365,72.6075,211.43,13.73833333,2690.1716565,0,20,,,0.16,16.000766487833367,,0.02969265479230502,,,10
10,2009-11-01,209.43029034403546,142.30830161805972,71.3475,221.27,13.73833333,2671.2716565,0,20,,,0.0,10.99,,0.02969265479230502,0.0,0.0,11
11,2009-12-01,188.47137027854936,132.19921596192003,60.1975,177.21,13.73833333,2693.75472627,0,20,,,0.0,10.99,,0.02969265479230502,,,12
12,2010-01-01,178.20849978845328,136.64072568684273,45.625,169.33026756,12.05666667,2800.0,0,135.00687126999992,,,0.0,10.99,,0.02969265479230502,,,1
13,2010-02-01,182.62578499242983,133.54097094327784,53.05,143.4904075,12.05666667,2800.0,0.0,38.86562683757029,,,0.0,10.99,,0.02969265479230502,,,2
14,2010-03-01,179.7255829232928,129.05764708654056,54.5,205.51058001,12.05666667,2797.06669621,0,20,,,0.0,10.99,,0.02969265479230502,,,3
15,2010-04-01,197.53258677626187,143.13257285147515,58.65,193.6405773,12.05666667,2768.06669621,0,20,,,0.0,10.99,,0.02969265479230502,,,4
16,2010-05-01,224.39165466261147,164.54493048121398,64.7325,245.8005449,12.05666667,2753.64019996,0,20,,,0.0,10.99,,0.02969265479230502,,,5
17,2010-06-01,245.30919690748,176.1315090023341,74.4075,313.0034509,12.05666667,2720.64019996,0,20,,,0.0,10.99,,0.02969265479230502,,,6
18,2010-07-01,250.92347105557093,181.15236571557284,75.15,316.60038094000004,12.05666667,2682.64019996,0,20,,,0.0,10.99,,0.02969265479230502,,,7
19,2010-08-01,249.24751102871085,173.3651835776877,81.03,297.69031063,12.05666667,2644.64019996,0,20,,,0.0,10.99,,0.02969265479230502,,,8
