"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more"
"1500000US060371011101","Block Group 1, Census Tract 1011.10, Los Angeles County, California","592","97","18","26","48","53","36","38","0","12","36","42","19","22","35","44","10","16","35","34","20","23","46","32","113","64","39","31","37","31","79","55","21","25"
"1500000US060371011102","Block Group 2, Census Tract 1011.10, Los Angeles County, California","586","106","68","66","33","44","46","57","34","38","19","23","59","62","21","23","20","23","10","17","45","32","16","19","88","57","60","39","33","40","0","12","34","27"
"1500000US060371011103","Block Group 3, Census Tract 1011.10, Los Angeles County, California","397","86","0","12","10","15","19","31","10","15","0","12","0","12","11","17","16","25","54","43","34","35","45","42","73","55","52","38","5","9","46","45","22","22"
"1500000US060371011221","Block Group 1, Census Tract 1011.22, Los Angeles County, California","828","93","66","52","21","22","0","12","0","12","36","43","25","27","0","12","0","12","8","13","16","17","58","41","240","109","71","52","74","40","73","45","140","64"
"1500000US060371011222","Block Group 2, Census Tract 1011.22, Los Angeles County, California","484","94","0","12","0","12","0","12","47","48","0","12","0","12","7","11","0","12","44","49","18","18","108","79","58","47","48","34","72","59","42","35","40","37"
"1500000US060371012101","Block Group 1, Census Tract 1012.10, Los Angeles County, California","1055","142","180","93","87","70","135","92","0","12","58","50","96","81","100","72","8","16","64","64","36","28","62","61","70","73","28","32","80","56","20","32","31","47"
"1500000US060371012102","Block Group 2, Census Tract 1012.10, Los Angeles County, California","1242","155","91","82","48","45","143","77","39","41","50","57","73","65","12","21","45","43","114","70","127","73","103","59","191","101","120","89","26","31","33","39","27","30"
"1500000US060371012201","Block Group 1, Census Tract 1012.20, Los Angeles County, California","439","64","28","23","26","29","38","29","9","13","17","18","21","23","29","21","54","40","27","33","34","27","17","21","52","41","40","29","26","21","21","24","0","12"
"1500000US060371012202","Block Group 2, Census Tract 1012.20, Los Angeles County, California","918","79","57","53","102","52","86","57","48","39","18","28","73","49","54","37","53","37","56","46","50","34","46","31","70","38","74","55","42","38","48","44","41","32"
"1500000US060371013001","Block Group 1, Census Tract 1013, Los Angeles County, California","470","83","25","23","0","12","0","12","9","13","34","26","33","42","9","13","25","39","0","12","35","44","55","52","74","43","32","26","50","32","18","21","71","61"
"1500000US060371013002","Block Group 2, Census Tract 1013, Los Angeles County, California","397","63","9","13","0","12","8","12","16","18","25","41","0","12","0","12","26","22","16","19","25","24","26","24","62","52","87","48","36","27","34","26","27","26"
"1500000US060371013003","Block Group 3, Census Tract 1013, Los Angeles County, California","301","83","9","14","0","12","51","59","0","12","9","13","0","12","8","13","32","39","0","12","26","43","32","26","43","32","9","14","9","14","19","20","54","44"
"1500000US060371013004","Block Group 4, Census Tract 1013, Los Angeles County, California","277","73","35","42","18","19","0","12","8","12","0","12","0","12","0","12","0","12","16","18","0","12","34","23","16","18","9","14","27","21","88","63","26","25"
"1500000US060371014001","Block Group 1, Census Tract 1014, Los Angeles County, California","357","78","12","19","0","12","61","50","10","15","35","39","8","12","13","18","0","12","0","12","84","65","18","21","10","15","30","47","18","21","47","55","11","18"
"1500000US060371014002","Block Group 2, Census Tract 1014, Los Angeles County, California","530","108","0","12","70","50","22","25","29","46","20","23","36","31","15","17","21","33","0","12","10","16","5","8","73","43","30","29","53","41","99","60","47","42"
"1500000US060371014003","Block Group 3, Census Tract 1014, Los Angeles County, California","468","91","9","15","29","46","0","12","59","56","9","15","11","17","0","12","19","22","16","17","32","30","24","22","84","46","62","41","41","34","58","55","15","17"
"1500000US060371021031","Block Group 1, Census Tract 1021.03, Los Angeles County, California","692","35","14","17","6","8","21","26","13","16","28","30","31","28","50","49","11","12","30","23","62","41","58","40","126","46","87","47","64","38","47","34","44","30"
"1500000US060371021041","Block Group 1, Census Tract 1021.04, Los Angeles County, California","876","118","60","51","27","25","4","8","10","17","11","17","0","12","92","62","60","63","0","12","25","30","86","54","113","65","155","85","22","21","59","39","152","72"
"1500000US060371021042","Block Group 2, Census Tract 1021.04, Los Angeles County, California","354","94","41","45","9","16","0","12","35","34","0","12","2","10","0","12","9","15","14","22","40","35","38","34","36","35","71","63","19","22","32","30","8","13"
"1500000US060371021051","Block Group 1, Census Tract 1021.05, Los Angeles County, California","291","52","5","8","0","12","0","12","37","34","16","22","0","12","22","23","0","12","18","21","50","43","4","7","69","43","41","36","7","11","6","10","16","20"
"1500000US060371021052","Block Group 2, Census Tract 1021.05, Los Angeles County, California","268","56","5","9","15","15","29","34","16","25","15","23","9","14","0","12","5","8","23","21","25","25","17","23","50","43","5","8","17","13","15","16","22","18"
"1500000US060371021071","Block Group 1, Census Tract 1021.07, Los Angeles County, California","878","110","8","13","0","12","0","12","35","38","58","41","0","12","8","15","41","51","9","14","97","59","69","61","68","45","83","50","122","89","133","76","147","64"
"1500000US060371021072","Block Group 2, Census Tract 1021.07, Los Angeles County, California","467","109","19","29","18","19","36","44","42","44","0","12","25","43","10","17","15","16","0","12","11","17","0","12","24","30","69","50","91","81","43","57","64","49"
"1500000US060371031011","Block Group 1, Census Tract 1031.01, Los Angeles County, California","576","62","22","19","5","9","7","11","23","17","17","25","19","30","4","6","32","33","0","12","13","14","46","23","77","29","80","32","93","41","73","34","65","30"
"1500000US060371031012","Block Group 2, Census Tract 1031.01, Los Angeles County, California","321","52","0","12","7","10","38","36","11","12","6","10","6","9","15","21","24","27","0","12","26","19","26","20","25","18","10","13","72","48","34","32","21","16"
"1500000US060371031021","Block Group 1, Census Tract 1031.02, Los Angeles County, California","270","73","9","13","27","43","18","28","0","12","0","12","32","26","0","12","0","12","0","12","21","24","5","10","70","50","9","13","24","27","30","25","25","39"
"1500000US060371031022","Block Group 2, Census Tract 1031.02, Los Angeles County, California","283","66","0","12","0","12","0","12","10","14","31","37","0","12","32","28","7","11","10","15","0","12","59","46","27","27","40","41","67","64","0","12","0","12"
"1500000US060371031023","Block Group 3, Census Tract 1031.02, Los Angeles County, California","332","86","18","20","9","13","0","12","10","16","9","15","0","12","32","53","12","19","39","45","10","15","36","27","24","26","59","53","19","21","22","21","33","32"
"1500000US060371031024","Block Group 4, Census Tract 1031.02, Los Angeles County, California","322","75","0","12","24","40","56","49","0","12","0","12","32","38","35","44","0","12","0","12","16","19","29","28","43","32","43","31","27","33","0","12","17","18"
"1500000US060371031025","Block Group 5, Census Tract 1031.02, Los Angeles County, California","416","63","8","12","0","12","11","17","27","24","25","40","7","13","9","14","0","12","17","18","54","43","18","21","97","55","62","39","25","21","20","23","36","25"
"1500000US060371032001","Block Group 1, Census Tract 1032, Los Angeles County, California","691","158","0","12","0","12","0","12","95","111","14","24","50","86","66","83","0","12","14","23","13","21","17","27","71","74","93","57","95","73","13","21","150","101"
"1500000US060371032002","Block Group 2, Census Tract 1032, Los Angeles County, California","723","134","32","26","16","26","30","34","39","62","14","23","44","40","0","12","14","22","14","23","75","75","61","43","57","49","155","104","80","56","76","52","16","27"
"1500000US060371032003","Block Group 3, Census Tract 1032, Los Angeles County, California","812","149","93","104","86","85","18","28","0","12","56","66","17","27","12","20","60","75","15","24","16","26","99","77","60","48","160","122","105","86","0","12","15","24"
"1500000US060371033001","Block Group 1, Census Tract 1033, Los Angeles County, California","640","88","19","21","37","38","0","12","20","22","0","12","0","12","17","20","9","13","34","44","15","16","76","54","105","48","52","36","25","29","99","59","132","64"
"1500000US060371033002","Block Group 2, Census Tract 1033, Los Angeles County, California","648","81","16","18","26","34","29","20","7","11","0","12","8","12","21","33","21","34","0","12","46","41","30","25","104","64","7","11","74","50","92","50","167","68"
"1500000US060371034001","Block Group 1, Census Tract 1034, Los Angeles County, California","371","121","31","50","14","22","61","64","13","19","0","12","0","12","34","42","12","19","0","12","0","12","52","74","25","30","39","52","56","60","25","32","9","16"
"1500000US060371034002","Block Group 2, Census Tract 1034, Los Angeles County, California","323","165","0","12","0","12","13","21","0","12","10","16","0","12","13","20","0","12","0","12","50","45","0","12","34","22","177","145","13","20","0","12","13","24"
"1500000US060371034003","Block Group 3, Census Tract 1034, Los Angeles County, California","267","121","22","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","18","0","12","26","21","54","70","54","72","27","48","73","78"
"1500000US060371034004","Block Group 4, Census Tract 1034, Los Angeles County, California","448","143","25","30","12","21","23","39","0","12","82","93","25","28","13","21","0","12","0","12","12","20","31","52","60","101","56","67","31","38","28","35","50","63"
"1500000US060371034005","Block Group 5, Census Tract 1034, Los Angeles County, California","1052","168","26","30","12","20","37","36","42","50","111","88","24","28","11","19","0","12","92","113","37","36","88","78","73","66","155","101","110","99","197","134","37","31"
"1500000US060371041031","Block Group 1, Census Tract 1041.03, Los Angeles County, California","373","70","0","12","0","12","0","12","0","12","31","45","18","18","31","25","23","24","38","34","4","7","28","25","51","35","61","40","44","43","18","19","26","24"
"1500000US060371041032","Block Group 2, Census Tract 1041.03, Los Angeles County, California","476","53","8","12","28","30","0","12","22","27","0","12","0","12","45","43","0","12","79","40","23","23","4","6","20","22","61","36","128","60","25","25","33","34"
"1500000US060371041051","Block Group 1, Census Tract 1041.05, Los Angeles County, California","488","89","0","12","7","11","0","12","12","18","6","11","0","12","20","31","51","50","8","13","24","30","51","39","88","51","0","12","128","68","46","40","47","50"
"1500000US060371041052","Block Group 2, Census Tract 1041.05, Los Angeles County, California","1158","112","73","54","102","68","61","47","141","96","83","69","19","27","92","64","22","30","43","39","104","54","183","98","89","63","60","46","41","45","31","35","14","21"
"1500000US060371041081","Block Group 1, Census Tract 1041.08, Los Angeles County, California","497","103","29","47","9","14","8","12","43","45","86","70","0","12","24","37","8","13","0","12","98","68","55","59","61","53","20","24","12","19","44","37","0","12"
"1500000US060371041082","Block Group 2, Census Tract 1041.08, Los Angeles County, California","698","109","51","43","98","56","0","12","28","33","17","21","10","15","68","50","33","40","80","74","36","56","79","65","82","68","37","40","51","44","18","21","10","15"
"1500000US060371041083","Block Group 3, Census Tract 1041.08, Los Angeles County, California","264","90","8","12","0","12","0","12","8","13","40","59","0","12","0","12","10","19","28","35","9","13","0","12","34","27","60","50","16","27","33","35","18","32"
"1500000US060371041241","Block Group 1, Census Tract 1041.24, Los Angeles County, California","559","89","47","55","12","18","74","80","20","29","47","45","63","38","0","12","9","18","0","12","47","53","54","54","89","58","36","32","14","21","38","36","9","21"
"1500000US060371041242","Block Group 2, Census Tract 1041.24, Los Angeles County, California","398","89","0","12","0","12","0","12","74","68","0","12","0","12","9","14","0","12","0","12","0","12","31","26","104","57","22","25","28","26","62","42","68","62"
"1500000US060371041243","Block Group 3, Census Tract 1041.24, Los Angeles County, California","275","71","12","19","9","14","0","12","0","12","9","15","9","13","11","17","8","14","0","12","9","14","28","37","9","16","30","29","51","43","31","25","59","64"
"1500000US060371042011","Block Group 1, Census Tract 1042.01, Los Angeles County, California","393","77","34","36","17","28","17","26","17","28","0","12","11","13","28","29","5","8","10","12","34","35","69","50","29","23","51","37","6","9","34","30","31","48"
"1500000US060371042012","Block Group 2, Census Tract 1042.01, Los Angeles County, California","251","60","5","8","0","12","8","12","0","12","0","12","34","35","20","27","28","21","0","12","50","40","22","18","29","20","29","30","9","14","11","13","6","9"
"1500000US060371042013","Block Group 3, Census Tract 1042.01, Los Angeles County, California","297","61","21","26","22","27","9","12","17","26","16","24","22","25","0","12","6","9","16","26","22","27","27","20","39","38","64","29","16","14","0","12","0","12"
"1500000US060371042031","Block Group 1, Census Tract 1042.03, Los Angeles County, California","664","99","31","36","52","49","40","39","79","60","39","38","0","12","45","38","55","48","16","25","88","60","51","43","38","36","22","33","65","57","27","32","16","26"
"1500000US060371042032","Block Group 2, Census Tract 1042.03, Los Angeles County, California","505","93","31","36","38","44","17","20","70","50","16","18","17","21","24","31","8","13","9","15","78","55","19","22","37","40","78","53","0","12","56","34","7","13"
"1500000US060371042041","Block Group 1, Census Tract 1042.04, Los Angeles County, California","313","53","17","15","25","24","7","10","16","19","39","29","25","27","51","36","5","8","11","16","34","31","19","22","33","27","5","7","6","8","16","15","4","6"
"1500000US060371042042","Block Group 2, Census Tract 1042.04, Los Angeles County, California","451","49","6","9","0","12","10","15","16","17","10","12","19","23","66","47","13","17","0","12","18","15","25","24","91","41","59","37","57","31","36","25","25","21"
"1500000US060371043101","Block Group 1, Census Tract 1043.10, Los Angeles County, California","252","62","0","12","5","9","23","25","0","12","6","10","0","12","0","12","0","12","0","12","5","8","27","28","42","38","58","46","52","42","27","26","7","11"
"1500000US060371043102","Block Group 2, Census Tract 1043.10, Los Angeles County, California","279","60","0","12","0","12","22","27","12","13","22","27","6","9","29","29","30","22","5","7","26","22","11","12","10","14","33","28","38","27","20","21","15","23"
"1500000US060371043103","Block Group 3, Census Tract 1043.10, Los Angeles County, California","318","61","0","12","9","14","20","22","0","12","11","17","30","28","26","29","23","28","15","24","15","23","47","31","33","33","24","23","6","9","34","28","25","19"
"1500000US060371043201","Block Group 1, Census Tract 1043.20, Los Angeles County, California","649","122","20","33","27","35","20","25","21","34","21","30","0","12","20","32","60","51","23","31","129","94","38","46","30","37","123","100","51","76","26","33","40","59"
"1500000US060371043202","Block Group 2, Census Tract 1043.20, Los Angeles County, California","278","101","29","33","63","50","0","12","0","12","0","12","91","75","40","52","0","12","0","12","0","12","0","12","17","27","38","43","0","12","0","12","0","12"
"1500000US060371043203","Block Group 3, Census Tract 1043.20, Los Angeles County, California","278","101","18","20","19","34","9","15","0","12","32","37","0","12","0","12","0","12","20","31","48","53","66","68","39","55","0","12","27","39","0","12","0","12"
"1500000US060371043204","Block Group 4, Census Tract 1043.20, Los Angeles County, California","126","54","0","12","0","12","6","10","0","12","0","12","0","12","0","12","0","12","0","12","38","38","26","39","0","12","13","21","0","12","43","50","0","12"
"1500000US060371044011","Block Group 1, Census Tract 1044.01, Los Angeles County, California","261","45","14","22","0","12","15","19","17","20","6","8","9","13","14","18","19","17","6","10","4","10","20","19","37","30","29","29","31","25","40","24","0","12"
"1500000US060371044012","Block Group 2, Census Tract 1044.01, Los Angeles County, California","403","56","0","12","58","38","13","20","23","22","14","19","10","12","10","14","22","20","20","22","38","30","39","33","77","41","39","26","11","16","12","18","17","19"
"1500000US060371044031","Block Group 1, Census Tract 1044.03, Los Angeles County, California","412","55","0","12","0","12","21","24","21","23","13","20","32","41","6","11","16","24","36","22","18","28","39","33","83","46","55","30","22","19","44","40","6","9"
"1500000US060371044032","Block Group 2, Census Tract 1044.03, Los Angeles County, California","253","59","0","12","47","41","8","14","8","14","8","14","0","12","3","9","0","12","13","17","78","58","0","12","7","10","53","32","0","12","28","33","0","12"
"1500000US060371044041","Block Group 1, Census Tract 1044.04, Los Angeles County, California","316","53","10","16","22","24","34","31","8","10","18","22","33","33","20","23","23","20","0","12","20","19","20","19","27","20","46","24","11","18","19","21","5","9"
"1500000US060371044042","Block Group 2, Census Tract 1044.04, Los Angeles County, California","362","56","17","18","27","24","13","19","7","11","0","12","36","25","11","17","6","12","24","26","31","23","53","37","49","32","42","29","20","21","18","20","8","11"
"1500000US060371045001","Block Group 1, Census Tract 1045, Los Angeles County, California","175","57","0","12","0","12","0","12","11","17","10","15","4","6","4","7","4","6","34","35","29","28","16","12","37","41","21","20","1","5","3","6","1","6"
"1500000US060371045002","Block Group 2, Census Tract 1045, Los Angeles County, California","450","71","36","47","6","9","37","33","16","19","21","27","36","27","4","7","0","12","16","20","8","16","50","48","104","46","45","29","71","46","0","12","0","12"
"1500000US060371046101","Block Group 1, Census Tract 1046.10, Los Angeles County, California","403","58","15","13","18","20","18","19","40","30","39","30","26","25","3","7","27","18","0","12","26","17","103","44","28","20","5","7","9","12","19","16","27","25"
"1500000US060371046102","Block Group 2, Census Tract 1046.10, Los Angeles County, California","300","43","18","19","0","12","10","15","4","8","26","22","15","17","10","10","0","12","23","24","21","25","16","15","54","35","69","39","0","12","28","26","6","8"
"1500000US060371046201","Block Group 1, Census Tract 1046.20, Los Angeles County, California","263","51","9","14","0","12","0","12","23","31","0","12","19","19","0","12","31","30","51","37","0","12","4","7","28","35","0","12","33","29","33","29","32","34"
"1500000US060371046202","Block Group 2, Census Tract 1046.20, Los Angeles County, California","398","64","21","22","4","6","4","7","22","20","22","17","20","22","17","15","5","8","8","15","43","29","70","50","95","44","32","29","0","12","14","17","21","18"
"1500000US060371047011","Block Group 1, Census Tract 1047.01, Los Angeles County, California","322","59","26","24","12","19","9","14","43","30","12","18","28","30","30","26","14","15","5","9","0","12","37","30","75","45","22","20","9","15","0","12","0","12"
"1500000US060371047012","Block Group 2, Census Tract 1047.01, Los Angeles County, California","445","73","62","39","55","35","53","29","37","30","53","36","23","19","43","34","42","29","18","21","19","28","14","18","26","25","0","12","0","12","0","12","0","12"
"1500000US060371047013","Block Group 3, Census Tract 1047.01, Los Angeles County, California","159","45","0","12","18","20","0","12","12","14","0","12","16","19","0","12","8","12","17","19","18","18","25","23","26","21","19","20","0","12","0","12","0","12"
"1500000US060371047031","Block Group 1, Census Tract 1047.03, Los Angeles County, California","339","60","29","17","67","49","21","23","17","20","24","16","17","20","9","15","7","10","18","21","26","23","29","28","20","23","30","32","19","22","0","12","6","9"
"1500000US060371047032","Block Group 2, Census Tract 1047.03, Los Angeles County, California","233","52","10","12","7","11","0","12","39","32","0","12","25","28","6","9","13","20","24","25","10","17","7","10","35","29","16","23","27","30","14","15","0","12"
"1500000US060371047041","Block Group 1, Census Tract 1047.04, Los Angeles County, California","1199","63","16","13","53","41","123","76","121","82","106","70","68","61","30","37","145","71","108","72","41","35","81","58","130","82","63","47","23","26","49","45","42","42"
"1500000US060371048101","Block Group 1, Census Tract 1048.10, Los Angeles County, California","167","72","0","12","23","42","0","12","0","12","0","12","0","12","9","15","17","30","10","15","13","19","13","19","0","12","56","53","0","12","17","22","9","15"
"1500000US060371048102","Block Group 2, Census Tract 1048.10, Los Angeles County, California","225","75","0","12","10","16","0","12","0","12","10","16","0","12","0","12","11","17","11","22","0","12","139","79","20","26","0","12","0","12","16","17","8","14"
"1500000US060371048103","Block Group 3, Census Tract 1048.10, Los Angeles County, California","703","113","0","12","27","31","0","12","9","14","17","20","56","58","9","15","71","69","32","50","13","15","87","55","188","96","44","31","53","59","70","64","27","42"
"1500000US060371048211","Block Group 1, Census Tract 1048.21, Los Angeles County, California","585","67","57","38","31","28","6","10","28","30","16","18","16","19","19","14","45","34","26","28","72","47","39","32","89","39","30","27","7","11","80","42","24","22"
"1500000US060371048212","Block Group 2, Census Tract 1048.21, Los Angeles County, California","210","54","0","12","5","7","0","12","0","12","0","12","0","12","19","25","17","21","0","12","17","20","25","24","56","31","37","32","5","7","24","30","5","9"
"1500000US060371048221","Block Group 1, Census Tract 1048.22, Los Angeles County, California","625","42","28","27","87","46","17","19","41","37","16","19","40","32","27","18","15","23","0","12","38","23","66","38","123","56","23","19","65","37","28","22","11","11"
"1500000US060371060101","Block Group 1, Census Tract 1060.10, Los Angeles County, California","959","47","21","18","11","12","34","33","26","28","35","29","14","15","5","9","27","21","37","35","103","60","65","36","175","63","83","41","79","38","132","55","112","62"
"1500000US060371060201","Block Group 1, Census Tract 1060.20, Los Angeles County, California","564","89","18","21","0","12","12","17","19","21","0","12","0","12","7","11","0","12","17","21","72","55","75","58","71","53","102","63","18","22","128","69","25","37"
"1500000US060371060202","Block Group 2, Census Tract 1060.20, Los Angeles County, California","887","98","35","54","0","12","36","42","20","21","42","42","9","15","66","61","0","12","41","52","78","60","97","54","134","63","143","83","61","49","111","57","14","16"
"1500000US060371061111","Block Group 1, Census Tract 1061.11, Los Angeles County, California","508","89","9","15","33","54","17","20","10","16","36","37","6","10","25","24","18","28","5","9","15","19","42","34","90","67","83","69","46","33","33","22","40","35"
"1500000US060371061112","Block Group 2, Census Tract 1061.11, Los Angeles County, California","790","81","2","6","59","63","0","12","0","12","0","12","21","20","23","23","38","50","0","12","48","35","73","48","102","49","149","69","33","28","123","76","119","59"
"1500000US060371061121","Block Group 1, Census Tract 1061.12, Los Angeles County, California","624","113","0","12","0","12","84","72","21","26","10","15","46","43","20","25","10","16","15","23","79","72","19","22","58","54","92","61","108","70","62","51","0","12"
"1500000US060371061122","Block Group 2, Census Tract 1061.12, Los Angeles County, California","823","116","21","23","0","12","57","67","0","12","24","29","0","12","6","9","0","12","36","33","38","50","70","58","152","67","117","50","16","28","191","75","95","61"
"1500000US060371061131","Block Group 1, Census Tract 1061.13, Los Angeles County, California","605","90","16","14","0","12","6","9","37","32","27","28","10","11","0","12","7","11","28","32","61","40","53","38","100","50","67","44","77","67","106","51","10","13"
"1500000US060371061132","Block Group 2, Census Tract 1061.13, Los Angeles County, California","377","72","0","12","6","8","0","12","0","12","11","12","27","28","18","29","4","8","0","12","37","35","23","18","43","35","37","30","44","38","92","49","35","35"
"1500000US060371061141","Block Group 1, Census Tract 1061.14, Los Angeles County, California","1191","103","50","43","0","12","37","37","100","70","32","31","133","75","25","39","126","78","68","53","42","38","190","83","185","86","115","48","27","26","34","25","27","25"
"1500000US060371061142","Block Group 2, Census Tract 1061.14, Los Angeles County, California","403","94","0","12","25","28","23","37","9","14","0","12","42","45","18","21","17","26","18","21","71","63","47","41","47","39","35","40","42","51","0","12","9","14"
"1500000US060371064031","Block Group 1, Census Tract 1064.03, Los Angeles County, California","282","75","17","21","0","12","10","10","16","24","27","33","0","12","0","12","5","8","0","12","40","34","67","47","28","24","39","43","19","22","11","11","3","6"
"1500000US060371064032","Block Group 2, Census Tract 1064.03, Los Angeles County, California","330","79","4","7","6","9","36","40","6","11","17","29","6","9","0","12","0","12","0","12","22","30","20","20","137","64","15","15","0","12","25","27","36","39"
"1500000US060371064033","Block Group 3, Census Tract 1064.03, Los Angeles County, California","216","71","11","12","0","12","6","9","7","10","10","11","0","12","25","38","6","10","29","29","12","12","32","24","21","15","44","46","3","5","10","14","0","12"
"1500000US060371064051","Block Group 1, Census Tract 1064.05, Los Angeles County, California","399","109","0","12","19","21","55","64","21","36","24","26","0","12","11","17","22","27","0","12","78","81","35","36","33","47","62","49","20","26","19","26","0","12"
"1500000US060371064052","Block Group 2, Census Tract 1064.05, Los Angeles County, California","474","132","57","65","0","12","20","29","41","58","0","12","0","12","35","55","0","12","15","23","7","12","103","77","92","69","26","36","12","19","15","21","51","53"
"1500000US060371064053","Block Group 3, Census Tract 1064.05, Los Angeles County, California","311","94","55","60","0","12","0","12","13","20","52","57","18","30","14","23","9","15","6","11","34","34","0","12","81","74","12","18","11","18","6","14","0","12"
"1500000US060371064061","Block Group 1, Census Tract 1064.06, Los Angeles County, California","1025","142","19","24","30","28","8","13","29","28","61","39","6","9","7","10","60","49","47","38","9","14","135","95","258","143","169","106","24","29","99","90","64","43"
"1500000US060371064062","Block Group 2, Census Tract 1064.06, Los Angeles County, California","236","74","9","15","0","12","8","13","0","12","0","12","21","27","6","10","31","47","0","12","53","68","0","12","61","51","22","25","0","12","14","21","11","16"
"1500000US060371064063","Block Group 3, Census Tract 1064.06, Los Angeles County, California","399","95","0","12","33","27","0","12","0","12","0","12","31","48","8","15","0","12","9","15","28","31","31","48","135","79","39","29","9","15","17","28","59","40"
"1500000US060371064071","Block Group 1, Census Tract 1064.07, Los Angeles County, California","642","53","52","34","106","46","53","41","43","28","35","28","30","34","12","19","46","30","10","10","120","51","26","27","37","27","31","33","19","16","16","26","6","9"
"1500000US060371064072","Block Group 2, Census Tract 1064.07, Los Angeles County, California","271","50","18","15","22","20","43","27","49","40","9","10","0","12","12","19","14","21","21","23","15","16","17","16","40","33","6","9","0","12","5","9","0","12"
"1500000US060371064081","Block Group 1, Census Tract 1064.08, Los Angeles County, California","774","62","70","45","17","20","6","11","38","31","34","32","29","24","41","32","59","42","67","38","5","7","139","59","110","53","84","44","35","36","15","13","25","29"
"1500000US060371064082","Block Group 2, Census Tract 1064.08, Los Angeles County, California","182","54","20","25","18","17","16","25","15","17","0","12","5","7","0","12","0","12","12","13","19","22","47","43","19","17","11","19","0","12","0","12","0","12"
"1500000US060371065101","Block Group 1, Census Tract 1065.10, Los Angeles County, California","542","117","32","38","41","36","0","12","0","12","12","18","10","18","46","63","0","12","0","12","55","55","86","62","49","53","50","40","91","85","39","50","31","33"
"1500000US060371065102","Block Group 2, Census Tract 1065.10, Los Angeles County, California","561","115","31","48","34","41","0","12","29","27","4","13","53","56","15","24","9","14","11","19","17","20","97","92","55","51","63","42","33","36","92","70","18","27"
"1500000US060371065103","Block Group 3, Census Tract 1065.10, Los Angeles County, California","532","94","0","12","13","21","0","12","5","9","9","14","21","26","0","12","15","24","0","12","9","14","77","74","49","42","155","73","141","81","26","31","12","16"
"1500000US060371065201","Block Group 1, Census Tract 1065.20, Los Angeles County, California","582","84","10","15","53","58","38","39","35","40","18","20","0","12","18","20","32","44","8","13","16","19","77","52","36","24","135","64","24","23","40","40","42","36"
"1500000US060371065202","Block Group 2, Census Tract 1065.20, Los Angeles County, California","507","77","52","45","10","15","27","25","36","34","55","41","9","14","39","42","0","12","0","12","17","20","29","27","108","57","56","43","42","33","27","26","0","12"
"1500000US060371065203","Block Group 3, Census Tract 1065.20, Los Angeles County, California","344","79","0","12","0","12","0","12","49","53","0","12","11","20","0","12","40","36","15","23","37","45","74","51","40","32","28","26","18","20","19","20","13","16"
"1500000US060371066031","Block Group 1, Census Tract 1066.03, Los Angeles County, California","522","49","12","12","9","13","8","11","0","12","6","9","0","12","6","9","7","10","7","10","36","34","37","25","61","29","134","53","17","15","81","32","101","44"
"1500000US060371066032","Block Group 2, Census Tract 1066.03, Los Angeles County, California","468","44","6","9","0","12","0","12","12","13","7","11","23","19","27","26","0","12","19","16","15","15","45","27","39","23","35","23","47","27","74","28","119","36"
"1500000US060371066041","Block Group 1, Census Tract 1066.04, Los Angeles County, California","115","74","0","12","0","12","0","12","7","11","14","16","0","12","7","13","0","12","0","12","19","31","0","12","34","46","34","57","0","12","0","12","0","12"
