"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more"
"1500000US060371372013","Block Group 3, Census Tract 1372.01, Los Angeles County, California","509","132","26","33","17","27","26","40","11","18","0","12","0","12","16","25","23","36","0","12","0","12","32","49","37","36","68","81","38","58","53","54","162","96"
"1500000US060371373011","Block Group 1, Census Tract 1373.01, Los Angeles County, California","765","54","0","12","5","8","13","14","10","11","0","12","13","14","22","22","15","13","9","10","29","17","67","36","42","21","87","41","58","30","156","54","239","68"
"1500000US060371373021","Block Group 1, Census Tract 1373.02, Los Angeles County, California","690","78","0","12","10","15","13","21","29","45","9","14","0","12","9","14","32","27","9","13","33","28","21","23","42","35","78","40","109","76","149","70","147","69"
"1500000US060371373022","Block Group 2, Census Tract 1373.02, Los Angeles County, California","912","93","13","20","10","14","0","12","9","15","18","21","8","12","8","12","6","9","47","36","62","61","11","17","75","56","114","50","57","49","124","66","350","83"
"1500000US060371374011","Block Group 1, Census Tract 1374.01, Los Angeles County, California","423","80","0","12","0","12","6","11","45","46","26","40","31","40","0","12","0","12","16","22","10","15","6","10","62","48","70","47","32","29","67","42","52","38"
"1500000US060371374012","Block Group 2, Census Tract 1374.01, Los Angeles County, California","447","74","7","11","0","12","0","12","9","15","10","16","0","12","0","12","0","12","14","14","29","28","82","54","50","44","68","47","29","22","82","51","67","41"
"1500000US060371374013","Block Group 3, Census Tract 1374.01, Los Angeles County, California","742","92","6","10","25","27","22","24","0","12","25","28","12","15","0","12","13","12","17","18","0","12","11","13","84","55","45","31","44","39","116","60","322","91"
"1500000US060371374021","Block Group 1, Census Tract 1374.02, Los Angeles County, California","968","148","46","37","32","37","0","12","45","45","54","52","59","60","65","54","0","12","0","12","37","46","53","45","80","73","66","63","79","58","128","91","224","104"
"1500000US060371374022","Block Group 2, Census Tract 1374.02, Los Angeles County, California","508","119","0","12","0","12","0","12","0","12","48","49","0","12","36","51","0","12","0","12","0","12","33","38","77","82","103","81","61","67","76","66","74","53"
"1500000US060371374023","Block Group 3, Census Tract 1374.02, Los Angeles County, California","597","138","0","12","0","12","0","12","0","12","0","12","39","65","17","28","0","12","0","12","74","88","34","54","121","85","10","17","69","75","73","90","160","84"
"1500000US060371375011","Block Group 1, Census Tract 1375.01, Los Angeles County, California","1543","127","75","74","35","39","0","12","48","41","16","25","68","85","7","12","35","32","104","90","60","47","77","55","188","97","297","154","85","89","87","64","361","126"
"1500000US060371375012","Block Group 2, Census Tract 1375.01, Los Angeles County, California","389","98","51","59","0","12","0","12","0","12","19","27","0","12","25","29","34","41","0","12","15","24","72","58","90","85","23","37","11","17","19","32","30","32"
"1500000US060371375021","Block Group 1, Census Tract 1375.02, Los Angeles County, California","344","92","52","60","24","38","0","12","9","13","28","44","0","12","0","12","0","12","0","12","17","21","63","51","17","21","9","14","36","44","18","20","71","46"
"1500000US060371375022","Block Group 2, Census Tract 1375.02, Los Angeles County, California","757","107","19","21","19","20","83","63","9","14","0","12","34","30","16","19","25","39","0","12","43","32","60","60","100","65","82","67","18","20","104","62","145","67"
"1500000US060371375023","Block Group 3, Census Tract 1375.02, Los Angeles County, California","712","99","18","20","19","20","0","12","48","48","9","14","10","14","35","53","15","18","10","16","56","54","36","24","35","30","50","38","26","24","116","58","229","74"
"1500000US060371375041","Block Group 1, Census Tract 1375.04, Los Angeles County, California","699","33","0","12","6","9","3","6","23","34","0","12","9","12","6","9","19","16","6","10","17","14","86","42","37","23","74","39","74","42","108","47","231","59"
"1500000US060371380001","Block Group 1, Census Tract 1380, Los Angeles County, California","821","102","48","46","34","43","9","14","75","57","0","12","23","35","7","11","0","12","7","11","43","43","17","20","84","52","76","42","74","55","143","59","181","77"
"1500000US060371380002","Block Group 2, Census Tract 1380, Los Angeles County, California","301","55","27","24","0","12","7","11","0","12","0","12","0","12","17","20","0","12","0","12","0","12","16","18","58","50","56","44","34","28","37","24","49","33"
"1500000US060371380003","Block Group 3, Census Tract 1380, Los Angeles County, California","677","106","40","34","9","14","0","12","0","12","0","12","7","11","8","11","0","12","25","36","0","12","90","50","32","24","76","51","110","63","44","37","236","67"
"1500000US060371390011","Block Group 1, Census Tract 1390.01, Los Angeles County, California","766","140","0","12","39","42","73","78","19","31","18","29","14","23","18","28","17","28","23","35","155","112","16","25","99","87","54","46","52","83","62","50","107","91"
"1500000US060371390012","Block Group 2, Census Tract 1390.01, Los Angeles County, California","805","193","34","38","0","12","0","12","73","102","18","28","19","31","18","29","0","12","56","88","54","64","120","91","103","82","49","47","142","111","84","61","35","43"
"1500000US060371390013","Block Group 3, Census Tract 1390.01, Los Angeles County, California","368","107","32","36","12","21","17","29","17","28","19","31","0","12","35","40","0","12","0","12","0","12","0","12","0","12","69","73","35","45","84","59","48","56"
"1500000US060371390014","Block Group 4, Census Tract 1390.01, Los Angeles County, California","296","124","34","54","0","12","0","12","14","23","0","12","16","27","0","12","0","12","13","22","0","12","61","73","81","84","0","12","31","36","0","12","46","48"
"1500000US060371392001","Block Group 1, Census Tract 1392, Los Angeles County, California","359","101","6","13","0","12","0","12","53","60","0","12","0","12","0","12","0","12","0","12","19","31","8","18","32","37","57","61","121","60","52","50","11","24"
"1500000US060371392002","Block Group 2, Census Tract 1392, Los Angeles County, California","419","127","0","12","0","12","37","41","0","12","0","12","0","12","0","12","0","12","18","28","18","29","109","91","47","72","67","62","26","30","86","78","11","19"
"1500000US060371392003","Block Group 3, Census Tract 1392, Los Angeles County, California","1320","189","32","47","63","61","38","53","24","29","19","31","73","90","68","62","63","81","39","53","229","155","155","81","151","84","114","57","43","38","69","62","140","99"
"1500000US060371393011","Block Group 1, Census Tract 1393.01, Los Angeles County, California","474","125","0","12","0","12","0","12","0","12","0","12","8","14","0","12","0","12","0","12","0","12","4","10","52","38","7","13","73","61","146","94","184","89"
"1500000US060371393012","Block Group 2, Census Tract 1393.01, Los Angeles County, California","399","135","8","14","0","12","0","12","0","12","61","91","0","12","0","12","0","12","0","12","45","56","45","36","41","49","12","25","32","41","86","71","69","39"
"1500000US060371393013","Block Group 3, Census Tract 1393.01, Los Angeles County, California","706","126","55","62","0","12","19","21","32","23","0","12","62","41","13","21","0","12","33","31","59","42","0","12","113","63","112","82","31","37","54","56","123","69"
"1500000US060371393021","Block Group 1, Census Tract 1393.02, Los Angeles County, California","946","160","51","63","39","35","196","109","0","12","34","39","0","12","43","29","58","53","81","78","154","90","20","22","79","58","46","35","40","53","75","69","30","30"
"1500000US060371393022","Block Group 2, Census Tract 1393.02, Los Angeles County, California","1030","150","89","77","89","59","34","29","27","24","23","26","127","83","53","50","72","59","17","21","51","42","168","99","141","64","79","63","48","49","12","21","0","12"
"1500000US060371393031","Block Group 1, Census Tract 1393.03, Los Angeles County, California","1313","112","106","65","99","76","37","31","21","25","92","47","106","73","52","43","45","49","24","21","105","60","110","71","97","64","67","45","120","75","144","76","88","72"
"1500000US060371393032","Block Group 2, Census Tract 1393.03, Los Angeles County, California","659","88","50","45","37","44","34","36","38","49","63","53","5","8","20","22","26","33","0","12","96","57","86","54","66","40","50","48","39","40","22","25","27","30"
"1500000US060371394011","Block Group 1, Census Tract 1394.01, Los Angeles County, California","390","89","40","51","75","54","9","17","0","12","31","28","38","42","0","12","9","14","0","12","13","19","37","42","20","26","39","42","0","12","47","52","32","26"
"1500000US060371394012","Block Group 2, Census Tract 1394.01, Los Angeles County, California","923","89","40","29","93","68","10","17","52","50","74","66","40","50","37","38","32","50","33","32","42","35","83","57","158","87","67","54","40","51","54","42","68","58"
"1500000US060371394021","Block Group 1, Census Tract 1394.02, Los Angeles County, California","393","63","19","18","14","16","0","12","0","12","13","15","0","12","6","10","0","12","0","12","59","39","33","43","26","31","39","30","30","28","43","30","111","40"
"1500000US060371394022","Block Group 2, Census Tract 1394.02, Los Angeles County, California","315","52","23","19","0","12","7","11","0","12","0","12","24","20","6","10","0","12","0","12","0","12","29","21","41","31","23","20","41","25","26","22","95","48"
"1500000US060371394023","Block Group 3, Census Tract 1394.02, Los Angeles County, California","251","57","3","6","0","12","0","12","0","12","0","12","19","30","0","12","0","12","7","11","7","12","0","12","20","30","19","16","14","16","81","45","81","49"
"1500000US060371395021","Block Group 1, Census Tract 1395.02, Los Angeles County, California","713","107","75","59","56","53","57","49","0","12","37","29","28","24","9","15","46","36","22","34","31","26","76","54","58","42","32","33","38","41","47","34","101","69"
"1500000US060371395022","Block Group 2, Census Tract 1395.02, Los Angeles County, California","377","102","9","14","0","12","0","12","0","12","0","12","8","13","0","12","8","13","0","12","9","14","8","16","88","67","33","44","50","48","63","57","101","74"
"1500000US060371395031","Block Group 1, Census Tract 1395.03, Los Angeles County, California","1329","174","96","117","58","53","13","21","18","29","105","89","40","47","43","62","14","23","0","12","119","83","71","71","248","147","306","151","101","80","97","72","0","12"
"1500000US060371395032","Block Group 2, Census Tract 1395.03, Los Angeles County, California","1420","174","99","98","184","111","92","75","87","64","125","97","12","21","73","81","33","39","131","123","85","68","114","92","142","81","123","95","36","44","26","31","58","61"
"1500000US060371395041","Block Group 1, Census Tract 1395.04, Los Angeles County, California","1092","116","140","80","43","30","67","53","46","48","64","50","25","23","53","49","35","42","9","14","79","46","82","65","128","67","116","48","79","55","71","40","55","36"
"1500000US060371395042","Block Group 2, Census Tract 1395.04, Los Angeles County, California","709","126","51","50","25","38","18","18","84","65","22","33","8","13","56","47","36","31","10","15","88","64","77","48","49","32","46","50","96","78","27","24","16","18"
"1500000US060371396001","Block Group 1, Census Tract 1396, Los Angeles County, California","1284","154","65","76","11","18","15","23","77","80","0","12","28","31","52","43","46","73","49","78","59","70","86","89","208","122","209","107","95","109","74","61","210","88"
"1500000US060371396002","Block Group 2, Census Tract 1396, Los Angeles County, California","918","155","13","21","14","25","0","12","38","58","69","72","89","97","0","12","26","33","60","61","15","23","241","121","56","51","55","46","75","49","11","17","156","73"
"1500000US060371397011","Block Group 1, Census Tract 1397.01, Los Angeles County, California","286","67","0","12","0","12","0","12","0","12","0","12","0","12","18","28","0","12","16","25","0","12","31","48","33","38","0","12","31","36","43","43","114","76"
"1500000US060371397012","Block Group 2, Census Tract 1397.01, Los Angeles County, California","650","117","111","96","12","20","16","27","0","12","0","12","15","23","0","12","16","26","0","12","0","12","41","39","57","48","0","12","24","28","47","57","311","110"
"1500000US060371397013","Block Group 3, Census Tract 1397.01, Los Angeles County, California","414","104","17","28","0","12","0","12","11","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","57","54","79","68","39","47","65","43","146","65"
"1500000US060371397014","Block Group 4, Census Tract 1397.01, Los Angeles County, California","329","107","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","24","0","12","64","73","0","12","67","86","0","12","54","52","43","42","85","49"
"1500000US060371397015","Block Group 5, Census Tract 1397.01, Los Angeles County, California","269","92","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","39","41","34","46","19","31","34","54","143","81"
"1500000US060371397021","Block Group 1, Census Tract 1397.02, Los Angeles County, California","492","88","0","12","0","12","0","12","27","31","11","18","0","12","0","12","0","12","0","12","46","63","0","12","41","64","26","32","24","28","105","74","212","96"
"1500000US060371397022","Block Group 2, Census Tract 1397.02, Los Angeles County, California","297","67","16","27","0","12","0","12","13","22","0","12","0","12","0","12","0","12","0","12","0","12","28","32","0","12","14","22","44","43","30","29","152","57"
"1500000US060371397023","Block Group 3, Census Tract 1397.02, Los Angeles County, California","549","107","0","12","0","12","27","30","0","12","0","12","0","12","0","12","0","12","14","22","0","12","42","49","14","23","41","63","55","61","24","32","332","118"
"1500000US060371397024","Block Group 4, Census Tract 1397.02, Los Angeles County, California","891","128","14","22","0","12","0","12","44","70","28","32","13","21","36","56","13","21","0","12","47","44","10","17","55","56","9","16","53","42","87","56","482","137"
"1500000US060371397031","Block Group 1, Census Tract 1397.03, Los Angeles County, California","965","52","40","25","12","14","0","12","19","21","11","12","57","54","24","25","32","34","0","12","29","32","75","33","64","54","121","44","79","48","68","28","334","76"
"1500000US060371398011","Block Group 1, Census Tract 1398.01, Los Angeles County, California","1291","58","26","24","29","46","0","12","33","31","39","45","23","19","44","49","19","23","28","41","28","24","61","45","179","51","45","45","51","38","245","91","441","95"
"1500000US060371398021","Block Group 1, Census Tract 1398.02, Los Angeles County, California","1393","51","37","42","35","31","12","19","0","12","38","35","27","30","34","32","0","12","45","30","36","32","69","69","109","46","151","67","99","61","81","47","620","126"
"1500000US060371411011","Block Group 1, Census Tract 1411.01, Los Angeles County, California","769","183","29","32","29","33","27","33","42","43","27","38","0","12","11","18","0","12","37","57","93","135","75","74","105","87","113","104","39","65","36","36","106","60"
"1500000US060371411012","Block Group 2, Census Tract 1411.01, Los Angeles County, California","1397","206","71","64","0","12","75","76","14","23","121","89","13","21","14","23","98","80","165","178","101","94","89","68","201","96","60","42","214","108","73","79","88","50"
"1500000US060371411021","Block Group 1, Census Tract 1411.02, Los Angeles County, California","501","81","0","12","18","22","0","12","15","18","38","39","10","15","0","12","18","24","26","25","9","14","115","68","17","21","41","31","51","55","22","34","121","53"
"1500000US060371411022","Block Group 2, Census Tract 1411.02, Los Angeles County, California","856","102","24","35","0","12","35","27","41","36","43","48","7","11","8","14","7","11","17","19","47","30","44","26","147","83","83","55","84","48","120","62","149","54"
"1500000US060371412011","Block Group 1, Census Tract 1412.01, Los Angeles County, California","949","104","55","41","0","12","0","12","19","23","0","12","30","26","7","12","8","13","33","29","148","73","78","64","152","77","201","100","129","65","49","41","40","26"
"1500000US060371412012","Block Group 2, Census Tract 1412.01, Los Angeles County, California","849","107","57","43","15","22","27","30","8","12","8","12","23","38","22","22","53","42","61","37","92","53","73","42","114","74","74","47","39","32","59","37","124","60"
"1500000US060371412013","Block Group 3, Census Tract 1412.01, Los Angeles County, California","325","73","20","34","24","36","0","12","0","12","8","12","0","12","0","12","8","13","6","10","13","15","43","28","45","36","21","22","69","49","19","20","49","47"
"1500000US060371412021","Block Group 1, Census Tract 1412.02, Los Angeles County, California","189","64","24","19","21","34","0","12","0","12","8","13","0","12","0","12","0","12","0","12","6","10","8","11","32","40","12","18","16","18","18","24","44","32"
"1500000US060371412022","Block Group 2, Census Tract 1412.02, Los Angeles County, California","782","96","74","56","7","12","0","12","18","21","8","13","52","58","16","17","29","24","17","19","54","51","58","48","153","55","22","24","59","59","99","49","116","46"
"1500000US060371412023","Block Group 3, Census Tract 1412.02, Los Angeles County, California","427","75","26","40","11","16","0","12","0","12","17","19","8","14","7","11","32","39","37","35","17","20","34","27","17","18","20","23","8","12","91","48","102","50"
"1500000US060371413021","Block Group 1, Census Tract 1413.02, Los Angeles County, California","743","177","28","33","75","60","89","70","12","19","51","82","0","12","0","12","0","12","13","22","0","12","73","82","73","79","80","83","48","77","68","49","133","73"
"1500000US060371413022","Block Group 2, Census Tract 1413.02, Los Angeles County, California","674","138","56","72","13","20","0","12","0","12","0","12","0","12","13","20","12","19","12","19","69","63","12","20","148","97","115","86","54","67","63","55","107","73"
"1500000US060371413023","Block Group 3, Census Tract 1413.02, Los Angeles County, California","1561","192","81","81","0","12","0","12","36","52","95","87","14","22","49","80","76","60","43","38","68","58","150","99","186","105","127","99","75","61","294","118","267","132"
"1500000US060371413031","Block Group 1, Census Tract 1413.03, Los Angeles County, California","1779","54","108","69","18","19","73","45","32","26","32","28","46","33","31","22","125","64","101","74","83","63","172","69","241","101","256","95","91","59","208","85","162","87"
"1500000US060371413041","Block Group 1, Census Tract 1413.04, Los Angeles County, California","893","108","7","11","94","46","14","22","29","35","7","12","0","12","10","17","43","30","24","19","50","43","44","25","111","80","93","57","131","80","104","45","132","69"
"1500000US060371413042","Block Group 2, Census Tract 1413.04, Los Angeles County, California","526","96","13","16","39","30","30","30","0","12","0","12","23","22","7","11","40","30","0","12","24","23","36","33","71","39","37","40","53","56","74","57","79","68"
"1500000US060371414001","Block Group 1, Census Tract 1414, Los Angeles County, California","760","122","9","14","17","19","27","23","48","52","23","35","44","46","57","55","12","18","44","42","66","52","49","38","74","53","120","72","35","36","51","41","84","44"
"1500000US060371414002","Block Group 2, Census Tract 1414, Los Angeles County, California","308","65","19","21","9","13","9","15","0","12","28","43","9","15","11","16","9","14","0","12","0","12","10","15","11","16","18","20","22","24","37","29","116","52"
"1500000US060371414003","Block Group 3, Census Tract 1414, Los Angeles County, California","948","130","0","12","0","12","27","27","60","65","20","16","10","15","11","16","7","12","9","14","18","19","63","62","146","77","182","107","35","32","38","29","322","69"
"1500000US060371415001","Block Group 1, Census Tract 1415, Los Angeles County, California","1087","82","18","21","8","13","7","12","8","13","11","16","16","19","25","40","16","16","7","10","24","23","59","53","83","61","36","33","50","31","127","45","592","86"
"1500000US060371416001","Block Group 1, Census Tract 1416, Los Angeles County, California","748","84","23","25","0","12","24","26","0","12","9","13","7","13","0","12","71","83","0","12","52","50","47","53","28","31","77","46","46","34","59","39","305","77"
"1500000US060371416002","Block Group 2, Census Tract 1416, Los Angeles County, California","297","60","0","12","0","12","8","12","0","12","0","12","0","12","0","12","0","12","9","14","0","12","19","27","30","36","28","26","14","23","35","29","154","60"
"1500000US060371416003","Block Group 3, Census Tract 1416, Los Angeles County, California","566","89","9","14","8","12","0","12","0","12","9","14","0","12","6","11","0","12","25","38","30","28","0","12","16","18","34","29","30","29","95","72","304","96"
"1500000US060371417001","Block Group 1, Census Tract 1417, Los Angeles County, California","303","71","7","10","12","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","12","6","11","14","17","21","25","59","45","177","68"
"1500000US060371417002","Block Group 2, Census Tract 1417, Los Angeles County, California","669","100","11","17","9","15","0","12","0","12","0","12","13","21","0","12","0","12","0","12","0","12","26","24","48","38","66","43","31","45","102","52","363","103"
"1500000US060371417003","Block Group 3, Census Tract 1417, Los Angeles County, California","249","68","0","12","8","12","0","12","0","12","8","12","0","12","4","9","0","12","0","12","0","12","8","13","4","9","11","18","8","13","34","28","164","76"
"1500000US060371431001","Block Group 1, Census Tract 1431, Los Angeles County, California","390","117","0","12","0","12","0","12","42","65","0","12","0","12","0","12","0","12","0","12","0","12","57","90","56","86","78","56","19","30","40","44","98","65"
"1500000US060371431002","Block Group 2, Census Tract 1431, Los Angeles County, California","610","136","18","30","22","35","0","12","19","30","57","61","0","12","18","30","20","31","0","12","16","25","81","48","52","52","45","45","42","42","76","50","144","74"
"1500000US060371431003","Block Group 3, Census Tract 1431, Los Angeles County, California","1248","130","13","22","14","22","48","47","41","46","29","33","22","35","0","12","0","12","48","50","104","101","115","102","221","131","167","96","105","78","91","63","230","113"
"1500000US060371432001","Block Group 1, Census Tract 1432, Los Angeles County, California","877","170","64","63","101","97","58","59","0","12","14","23","0","12","35","39","47","46","0","12","42","40","83","70","144","91","155","90","79","70","5","11","50","50"
"1500000US060371432002","Block Group 2, Census Tract 1432, Los Angeles County, California","590","156","0","12","0","12","23","35","0","12","53","52","9","14","0","12","109","126","23","36","19","23","90","87","77","56","102","77","27","28","0","12","58","44"
"1500000US060371432003","Block Group 3, Census Tract 1432, Los Angeles County, California","601","128","33","38","0","12","0","12","20","31","27","44","22","35","0","12","21","24","12","19","16","29","93","79","74","55","81","60","69","55","94","69","39","37"
"1500000US060371433001","Block Group 1, Census Tract 1433, Los Angeles County, California","256","85","0","12","15","24","12","21","0","12","0","12","28","33","0","12","0","12","0","12","0","12","13","22","18","28","46","47","20","33","10","19","94","65"
"1500000US060371433002","Block Group 2, Census Tract 1433, Los Angeles County, California","1117","171","29","34","28","32","63","78","14","24","127","103","67","83","134","110","49","78","15","25","87","79","67","63","89","62","51","64","103","102","103","80","91","83"
"1500000US060371433003","Block Group 3, Census Tract 1433, Los Angeles County, California","688","146","89","86","62","95","0","12","0","12","61","78","0","12","13","20","19","28","16","26","48","40","30","34","63","79","16","26","38","42","53","54","180","99"
"1500000US060371433004","Block Group 4, Census Tract 1433, Los Angeles County, California","447","105","20","33","0","12","0","12","0","12","13","21","0","12","50","47","0","12","15","24","28","29","46","41","59","59","78","73","39","34","41","47","58","56"
"1500000US060371433005","Block Group 5, Census Tract 1433, Los Angeles County, California","657","126","0","12","15","24","0","12","44","66","22","42","20","29","0","12","30","34","0","12","0","12","35","36","75","65","44","40","117","102","82","64","173","125"
"1500000US060371434001","Block Group 1, Census Tract 1434, Los Angeles County, California","1043","182","94","99","14","23","0","12","50","74","0","12","43","41","67","88","0","12","61","49","73","80","0","12","142","111","60","77","54","52","65","53","320","129"
"1500000US060371434002","Block Group 2, Census Tract 1434, Los Angeles County, California","1036","169","17","26","16","27","30","35","11","18","65","83","0","12","12","21","15","24","39","47","15","25","141","115","88","86","124","70","149","101","92","79","222","115"
"1500000US060371434003","Block Group 3, Census Tract 1434, Los Angeles County, California","344","85","30","33","15","23","32","37","0","12","0","12","14","21","0","12","0","12","0","12","0","12","15","23","62","53","32","27","0","12","59","43","85","56"
"1500000US060371434004","Block Group 4, Census Tract 1434, Los Angeles County, California","613","103","0","12","0","12","0","12","16","25","0","12","0","12","13","21","0","12","0","12","29","34","46","49","91","57","46","42","142","109","83","61","147","72"
"1500000US060371435001","Block Group 1, Census Tract 1435, Los Angeles County, California","430","107","14","23","0","12","34","35","65","83","12","20","0","12","0","12","0","12","0","12","11","20","0","12","33","41","39","48","67","78","69","52","86","62"
"1500000US060371435002","Block Group 2, Census Tract 1435, Los Angeles County, California","523","108","0","12","51","61","9","14","79","72","0","12","10","15","11","18","0","12","16","25","0","12","26","21","13","22","77","68","60","52","43","32","128","75"
"1500000US060371435003","Block Group 3, Census Tract 1435, Los Angeles County, California","819","173","0","12","38","49","0","12","65","71","11","17","0","12","0","12","8","14","15","25","104","100","0","12","212","131","35","29","55","46","162","92","114","85"
"1500000US060371435004","Block Group 4, Census Tract 1435, Los Angeles County, California","525","132","25","35","16","27","0","12","0","12","0","12","0","12","0","12","11","18","8","14","21","25","18","24","104","86","165","118","13","21","70","53","74","76"
"1500000US060371436021","Block Group 1, Census Tract 1436.02, Los Angeles County, California","512","123","0","12","0","12","0","12","0","12","24","32","0","12","0","12","23","41","78","100","11","18","21","34","46","51","83","72","0","12","62","52","164","75"
"1500000US060371436022","Block Group 2, Census Tract 1436.02, Los Angeles County, California","812","126","42","42","14","26","37","42","0","12","25","39","0","12","37","42","18","31","19","30","35","39","0","12","74","58","153","86","37","41","82","68","239","112"
"1500000US060371436023","Block Group 3, Census Tract 1436.02, Los Angeles County, California","858","143","15","23","0","12","62","66","0","12","43","42","35","39","17","26","21","33","63","57","49","46","102","116","132","71","35","40","17","28","90","67","177","94"
"1500000US060371436031","Block Group 1, Census Tract 1436.03, Los Angeles County, California","1354","75","113","67","14","15","32","34","82","50","21","20","23","20","18","19","36","28","46","39","92","56","114","52","147","62","184","66","96","50","164","67","172","66"
"1500000US060371436041","Block Group 1, Census Tract 1436.04, Los Angeles County, California","810","143","44","46","20","30","18","27","33","39","65","57","13","20","43","49","12","19","7","11","36","36","49","45","140","71","35","30","67","48","188","95","40","46"
"1500000US060371436042","Block Group 2, Census Tract 1436.04, Los Angeles County, California","1277","162","144","102","27","31","10","15","60","65","13","18","49","36","49","36","31","35","40","36","107","66","104","70","164","79","149","98","121","65","145","95","64","41"
"1500000US060371437001","Block Group 1, Census Tract 1437, Los Angeles County, California","1021","133","43","42","36","49","38","46","20","21","8","14","8","13","36","28","21","23","0","12","10","17","69","61","134","81","97","57","30","28","68","41","403","96"
"1500000US060371437002","Block Group 2, Census Tract 1437, Los Angeles County, California","804","108","20","21","33","29","10","15","39","58","19","23","9","14","27","26","17","19","41","59","23","26","17","19","110","61","86","61","98","59","40","56","215","60"
"1500000US060371438001","Block Group 1, Census Tract 1438, Los Angeles County, California","677","140","0","12","15","24","16","27","30","36","20","33","0","12","36","39","0","12","16","25","33","37","43","58","301","148","13","22","19","30","73","46","62","43"
"1500000US060371438002","Block Group 2, Census Tract 1438, Los Angeles County, California","567","120","0","12","0","12","0","12","36","38","0","12","0","12","0","12","0","12","16","26","0","12","0","12","17","28","35","40","78","86","66","48","319","91"
"1500000US060371438003","Block Group 3, Census Tract 1438, Los Angeles County, California","765","118","0","12","30","34","32","37","0","12","0","12","0","12","0","12","0","12","32","35","17","28","36","39","31","36","64","52","54","72","96","82","373","104"
"1500000US060371438004","Block Group 4, Census Tract 1438, Los Angeles County, California","386","136","17","28","0","12","0","12","16","26","0","12","0","12","0","12","0","12","0","12","56","91","30","35","0","12","54","36","66","80","66","68","81","65"
"1500000US060371439011","Block Group 1, Census Tract 1439.01, Los Angeles County, California","1141","103","17","19","38","37","46","58","45","33","24","27","0","12","9","14","0","12","9","15","9","14","10","15","96","53","78","48","89","67","61","33","610","127"
"1500000US060371439012","Block Group 2, Census Tract 1439.01, Los Angeles County, California","365","65","0","12","0","12","0","12","7","11","0","12","0","12","14","16","0","12","10","15","8","14","35","31","19","22","12","19","17","18","47","39","196","61"
"1500000US060371439021","Block Group 1, Census Tract 1439.02, Los Angeles County, California","882","96","11","17","19","22","17","20","15","17","39","45","44","50","64","52","18","21","9","14","46","36","63","41","81","42","137","62","34","29","45","29","240","82"
"1500000US060371439022","Block Group 2, Census Tract 1439.02, Los Angeles County, California","413","67","24","24","9","15","0","12","15","23","0","12","24","25","9","13","0","12","0","12","28","25","8","16","21","22","33","27","0","12","31","29","211","71"
"1500000US060371810001","Block Group 1, Census Tract 1810, Los Angeles County, California","459","90","25","30","0","12","43","54","14","24","22","36","0","12","22","35","15","24","0","12","54","81","41","39","48","42","27","32","15","24","74","61","59","49"
"1500000US060371810002","Block Group 2, Census Tract 1810, Los Angeles County, California","494","129","44","71","0","12","14","23","0","12","0","12","32","36","0","12","0","12","12","23","114","81","29","34","18","32","84","77","0","12","51","42","96","100"
"1500000US060371810003","Block Group 3, Census Tract 1810, Los Angeles County, California","227","61","0","12","14","24","32","36","0","12","0","12","19","31","0","12","0","12","0","12","0","12","12","21","24","28","38","34","32","35","14","23","42","40"
